"File Name","Download Date",User,"First Name","Last Name",Affiliation,Study,"PCRC Member"
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/11/2023 - 11:24",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","12/11/2023 - 11:24",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","12/11/2023 - 11:24",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Study Summary Template.docx","12/11/2023 - 11:23",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - Long 14-06p.docx","12/11/2023 - 11:23",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","12/11/2023 - 11:23",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary_Mack.docx","12/11/2023 - 11:23",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"GOC - DISC Data Repository - Study Summary.docx","12/11/2023 - 04:22",Anonymous,,,,"Goals of Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","12/11/2023 - 01:28",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary_Mack.docx","12/11/2023 - 01:28",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/10/2023 - 04:54",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/09/2023 - 15:08",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/09/2023 - 14:02",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"Study Summary - PCDM.pdf","12/09/2023 - 12:29",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/09/2023 - 10:18",Anonymous,,,,"Statin Discontinuation",
"Study Summary 14-09 Ferrell-protected.pdf","12/09/2023 - 09:56",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Study Summary - Long 14-06p.docx","12/09/2023 - 09:29",Anonymous,,,,"Family Experiences in ICU Transfers",
"Study Summary 14-09 Ferrell-protected.pdf","12/09/2023 - 01:09",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"GOC - DISC Data Repository - Study Summary.docx","12/09/2023 - 00:26",Anonymous,,,,"Goals of Care",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/08/2023 - 18:07",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/08/2023 - 09:58",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/08/2023 - 09:21",Anonymous,,,,"Statin Discontinuation",
"Study Summary 14-09 Ferrell-protected.pdf","12/08/2023 - 06:15",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/08/2023 - 04:06",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary_Mack.docx","12/08/2023 - 01:43",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
StudySummary100819.docx,"12/08/2023 - 01:27",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"DISC Data Repository - Study Summary_Mack.docx","12/08/2023 - 01:01",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary - PCDM.pdf","12/08/2023 - 01:00",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
StudySummary100819.docx,"12/07/2023 - 22:35",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Study Summary - REST.pdf","12/07/2023 - 22:14",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary - PCDM.pdf","12/07/2023 - 20:15",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary Template.docx","12/07/2023 - 19:20",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary.docx","12/07/2023 - 16:35",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"GOC - DISC Data Repository - Study Summary.docx","12/07/2023 - 15:04",Anonymous,,,,"Goals of Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","12/07/2023 - 08:46",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/07/2023 - 04:24",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","12/06/2023 - 20:51",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","12/06/2023 - 09:57",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"GOC - DISC Data Repository - Study Summary.docx","12/06/2023 - 04:21",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Study Summary Template.docx","12/05/2023 - 23:43",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"12/05/2023 - 22:26",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"DISC Data Repository - Study Summary_Mack.docx","12/05/2023 - 13:11",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","12/05/2023 - 11:15",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","12/05/2023 - 07:38",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Study Summary Template.docx","12/05/2023 - 06:52",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - Long 14-06p.docx","12/05/2023 - 06:52",Anonymous,,,,"Family Experiences in ICU Transfers",
"Study Summary - PCDM.pdf","12/05/2023 - 06:37",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/05/2023 - 04:27",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","12/05/2023 - 03:14",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"GOC - DISC Data Repository - Study Summary.docx","12/05/2023 - 02:35",Anonymous,,,,"Goals of Care",
"GOC - DISC Data Repository - Study Summary.docx","12/05/2023 - 00:34",Anonymous,,,,"Goals of Care",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/04/2023 - 20:09",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","12/04/2023 - 20:00",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/04/2023 - 11:10",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"Study Summary - PCDM.pdf","12/04/2023 - 09:43",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"Study Summary - REST.pdf","12/04/2023 - 07:39",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","12/03/2023 - 13:22",Anonymous,,,,"Statin Discontinuation",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/03/2023 - 10:44",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"DISC Data Repository - Study Summary.docx","12/03/2023 - 09:24",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"DISC Data Repository - Study Summary Template.docx","12/02/2023 - 10:37",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary 14-09 Ferrell-protected.pdf","12/02/2023 - 10:00",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","12/02/2023 - 04:23",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/02/2023 - 04:23",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"DISC Data Repository - Study Summary_Mack.docx","12/02/2023 - 04:23",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary - Long 14-06p.docx","12/02/2023 - 04:23",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Template.docx","12/02/2023 - 04:23",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","12/02/2023 - 04:23",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"GOC - DISC Data Repository - Study Summary.docx","12/02/2023 - 04:23",Anonymous,,,,"Goals of Care",
"Study Summary - PCDM.pdf","12/02/2023 - 04:23",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","12/02/2023 - 04:23",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary Template.docx","12/02/2023 - 04:06",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - Long 14-06p.docx","12/01/2023 - 15:37",Anonymous,,,,"Family Experiences in ICU Transfers",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","12/01/2023 - 10:20",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","12/01/2023 - 02:37",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"GOC - DISC Data Repository - Study Summary.docx","11/30/2023 - 21:38",Anonymous,,,,"Goals of Care",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/30/2023 - 21:11",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","11/27/2023 - 06:40",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/26/2023 - 09:12",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/26/2023 - 00:13",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
DISC_Data_Repository_-_Study_Summary_3.26.20.docx,"11/25/2023 - 22:37",Anonymous,,,,"Psychological Intervention for Caregivers of Patients with Malignant GIiomas",
"Study Summary - REST.pdf","11/25/2023 - 22:07",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/25/2023 - 22:07",Anonymous,,,,"Statin Discontinuation",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","11/25/2023 - 22:07",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Template.docx","11/25/2023 - 14:38",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","11/25/2023 - 10:54",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","11/25/2023 - 02:42",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"GOC - DISC Data Repository - Study Summary.docx","11/24/2023 - 23:38",Anonymous,,,,"Goals of Care",
"Study Summary - PCDM.pdf","11/24/2023 - 20:47",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary Template.docx","11/24/2023 - 19:06",Anonymous,,,,"Culturally Sensitive End-Of-Life Care Intervention",
"Study Summary - Long 14-06p.docx","11/24/2023 - 19:00",Anonymous,,,,"Family Experiences in ICU Transfers",
"GOC - DISC Data Repository - Study Summary.docx","11/24/2023 - 18:57",Anonymous,,,,"Goals of Care",
"PCRC - DISC Data Repository - Study Summary Template_Bauman.docx","11/24/2023 - 18:54",Anonymous,,,,"A Collaborative Palliative and Oncology Care Intervention to Improve Symptoms and Coping During Treatment for Head and Neck Cancer",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","11/24/2023 - 18:54",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"DISC Data Repository - Ghesquiere Study Summary Template 20190622.docx","11/24/2023 - 18:53",Anonymous,,,,"Hospice Bereavement Service Delivery to Family Members and Friends With Bereavement-Related Mental Health Symptoms",
"DISC Data Repository - Study Summary_Mack.docx","11/24/2023 - 18:53",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Plumb Vilardaga_DISC Data Repository - Study Summary.docx","11/24/2023 - 18:53",Anonymous,,,,"Mindfulness-Based Multi-Symptom CBT for Advanced Cancer Patients",
"Study Summary - PCDM.pdf","11/24/2023 - 18:52",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"GOC - DISC Data Repository - Study Summary.docx","11/24/2023 - 11:59",Anonymous,,,,"Goals of Care",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/24/2023 - 10:38",Anonymous,,,,"Statin Discontinuation",
"DISC Data Repository - Study Summary Portz 2021-6-23.docx","11/24/2023 - 04:08",Anonymous,,,,"Examining the Utility of Patient Portals in the Setting of Serious Illness and End of Life",
"Study Summary - PCDM.pdf","11/23/2023 - 22:45",Anonymous,,,,"Patient-Centered Disease Management for Heart Failure (PCDM)",
"DISC Data Repository - Study Summary_Mack.docx","11/23/2023 - 20:05",Anonymous,,,,"Barriers to Hospice and Palliative Care Utilization",
"Study Summary 14-09 Ferrell-protected.pdf","11/23/2023 - 13:16",Anonymous,,,,"Translation of a Lung Cancer Palliative Care Intervention for Clinical Practice",
"Brown - DISC Data Repository - Study Summary.docx","11/23/2023 - 13:16",Anonymous,,,,"Understanding The Perspectives Of Palliative Care And Advance Care Planning In Patients With Pulmonary Arterial Hypertension And The Physicians Caring For Them",
StudySummary100819.docx,"11/23/2023 - 13:16",Anonymous,,,,"Testing PCforMe: a Web-Based Tool to Prepare Patients for Palliative Care",
"Ryan Nipp - DISC Data Repository - Study Summary Template.docx","11/23/2023 - 13:16",Anonymous,,,,"The Impact of Age on Early Palliative Care for Patients with Advanced Cancer",
"DISC Data Repository - Study Summary.docx","11/23/2023 - 13:16",Anonymous,,,,"Refinement of a Prognostic Model for Patients with Metastatic Cancer",
"Study Summary 10-01-StatinDiscontinuationRCT.pdf","11/23/2023 - 13:16",Anonymous,,,,"Statin Discontinuation",
"Study Summary - REST.pdf","11/23/2023 - 13:16",Anonymous,,,,"Reducing End-of-Life Symptoms with Touch (REST)",
